,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46
0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.028957702,0.049851727,0.017679524,0.06681289,0.05830161,-0.0036272136,-0.006187558,-0.007027325,0.016913602,0.040214505,0.009719847,0.02233377,0.009079319,0.0013058746,0.06855275,-0.0036756403,0.015547244,0.035640385,0.00030979657,-0.009891802,-0.009934868,0.0006805969,0.020204196,0.055021953,0.047648635,0.0081169065,0.0073714834,0.033148028,0.0211,0.031096775,0.0053266007,0.020631634,-0.0014819687,-0.023686767,0.008724008,-0.007382766,0.022877146,0.016962135,0.038829133,-0.008194048,0.022257438,0.008516697,-0.036938615,0.08926956,0.03427306,0.056162152,0.008683349,0.023957701,0.049851727,0.022679524,0.046812885,0.06330161,0.0013727861,0.0038124416,0.007972674,0.026913602,0.030214505,0.009719847,0.02983377,0.0015793192,0.0013058746,0.063552745,0.0038243595,0.0005472445,0.035640385,0.00030979657,0.00010819735,0.0025651318,0.0006805969,0.00020419627,0.055021953,0.055148635,0.015616907,0.012371483,0.03564803,0.026099999,0.026096776,0.010326601,0.005631635,0.0035180312,0.001313231,0.008724008,0.00011723416,0.020377144,0.0019621358,0.041329134,0.0043059518,0.024757437,0.0060166977,0.0030613828,0.07676956,0.02677306,0.056162152,0.0011833488
2,0.0067826076,0.06379743,-0.0088593755,0.09745834,0.0907666,-0.019473374,0.013474125,-0.04349426,-0.0069444724,0.022354828,-0.00052116264,-0.0021962486,0.08273376,0.097889364,0.058400795,-0.0076776166,0.050040856,0.09058583,0.022203919,0.013275167,0.0018496662,0.052376658,-0.018910674,0.03027185,0.026751086,0.07504978,-0.021129536,-0.0049559753,-0.0015132185,0.050964616,0.03052115,0.040555373,0.0321633,-0.03523039,0.046595357,0.059867755,0.009603761,0.07601918,-0.018052178,0.010149727,-0.025447858,0.008577637,-0.08443121,0.03628576,0.007060852,0.061025567,-0.0032042768,0.0010268014,0.037986666,1.731001e-05,0.08899494,0.1008687,0.008970342,0.0077322377,0.00011569891,0.0039935163,0.004941276,0.0012769083,0.010628423,0.08170609,0.07162739,0.026413672,0.0056132013,0.00095936,0.02798621,0.00884005,0.029544892,0.023829471,0.017562041,0.011269666,0.02644698,0.007923625,0.055076525,0.007236975,0.0027799448,0.03000099,0.0016992392,0.00032656718,0.039432835,0.039936922,0.008941636,0.018160671,0.07889604,0.0053812806,0.101795785,0.0007402476,0.020095503,0.0063550975,0.042470943,0.006811816,0.00034891148,0.020240404,0.05768541,0.013447417
3,0.035968516,0.092583045,-0.0068173055,-0.02604976,0.15443663,0.048055414,-0.054285433,-0.018430442,0.06821714,0.00996609,0.024295155,0.027065847,3.6454294e-05,0.07691379,0.18404655,-0.010243129,0.16975974,0.11967052,-0.0628293,-0.14309022,-0.018171133,0.11132697,-0.008405568,-0.053781796,-0.04841661,0.03728646,0.034645572,0.006454016,-0.13217397,0.13347691,-0.014394304,0.03177257,-0.015576851,-0.17428434,0.104178116,0.04304123,-0.11438658,-0.017725822,0.13657995,0.027736794,-0.04705919,0.012269333,-0.14123215,0.0537605,0.0892736,0.035458364,0.028096192,0.04120879,0.0005457369,0.018194651,0.008520756,0.1449813,0.016771846,0.0065838997,0.034281895,0.0030842691,0.008086285,0.056875143,0.047358606,0.005941204,0.041089263,0.14067921,0.001998946,0.08569445,0.08036952,0.0025813577,0.0001854253,0.00047737316,0.021370424,0.005400132,0.0035660116,5.1086416e-05,0.0011425094,0.039916012,0.0089952955,0.011628871,0.048822578,0.012412669,0.023906954,0.009443577,0.005127978,0.018398207,0.043458343,0.000219218,0.012016932,0.120241195,0.015533961,0.000783268,2.3797415e-05,0.015746508,0.03713654,0.075654775,0.07118532,0.02531342
4,-0.010836828,0.042970985,-0.008067512,0.05693423,0.014666406,0.060011953,-0.084510885,-0.055747412,-0.01872118,0.33152837,-0.10022248,-0.077133946,-0.06636425,0.10974082,0.05900106,-0.034693673,0.059547465,0.1002551,0.11806198,-0.05663257,0.034235124,0.08515555,0.066232905,-0.017721951,0.037277006,0.1315221,0.15347645,-0.033454478,0.063449785,0.112012394,0.043691043,0.053694397,-0.081106625,0.009481125,0.0041731726,-0.020593584,0.031870548,0.0514121,0.066205144,-0.025921164,-0.049434654,-0.002073545,-0.18565911,0.04973509,-0.026668511,0.14511572,-0.037234623,0.00064182,0.005145366,0.008113564,0.017705122,0.010463622,0.047497794,3.281361e-05,0.027603755,0.009637181,0.11591839,0.006662904,0.00564453,0.00024617708,0.042932674,0.0014765249,0.0010334417,0.0007075534,0.050425403,0.078943156,0.037753783,3.5648765e-05,0.15479638,0.02530951,0.0023063784,0.027652463,0.08067003,0.07318446,0.10816179,0.011298579,0.06130016,0.061691426,0.00018418042,0.0037732446,0.05832768,0.026078517,0.0055004964,0.029581618,0.071464606,0.014851275,0.0006645485,0.0027106362,0.042342063,0.0006038198,0.060383588,4.00395e-05,0.020816457,0.002152889
5,0.063141726,0.108404204,0.03512811,0.038598232,0.10528704,0.038177747,-0.0045408886,-0.03592802,0.093512684,0.052743644,0.088812724,-0.0394715,0.06897328,0.1125409,-0.008969599,-0.03123362,0.05007468,0.04189881,-0.09058963,0.16987525,0.14755343,0.06073279,-0.055387303,0.0605867,0.026221674,0.112312645,0.021556342,-0.033347756,-0.100473456,0.033458196,-0.05619453,0.052194495,-0.009988157,-0.11375604,0.0031506214,-0.010825324,-0.022604205,-0.15166801,-0.024369147,0.026197214,-0.09799784,0.058909807,-0.09077269,-0.06569425,0.03781773,0.14368401,-0.047574837,0.013668664,0.038563397,0.011385783,0.0024897526,0.13840349,0.037286494,0.00010037343,0.0001494531,0.013002678,0.016287025,0.028368358,0.0068604564,0.0158848,0.084514044,0.030252794,0.006695819,0.07074205,0.0259113,0.011557265,0.128576,0.0458141,5.9254676e-06,0.028578056,0.027293276,0.04092879,0.01764708,0.024497384,0.02203303,0.00082519074,0.0067988723,0.018814534,0.10747667,0.019785576,0.020040177,0.019564783,0.005422429,0.00010495697,0.0051405462,0.0009936086,0.0222901,0.007752556,0.0033441563,0.0024588052,0.02062592,0.0010936401,0.028742509,0.013010553
6,0.04557963,0.07146953,0.00069778785,0.09904683,0.040888786,0.060899924,0.008068996,-0.052688688,-0.0056365025,-0.023775518,-0.028942512,0.06433083,0.015645172,0.107475854,-0.09368024,-0.06239001,0.16324152,0.11114079,-0.065943435,0.119978525,0.1881057,-0.012398931,0.06933874,-0.05261109,-0.1445552,0.08556793,0.05496189,-0.093000084,-0.17705937,0.07553898,-0.018260734,-0.06364222,-0.022926804,-0.032224476,-0.012699805,-0.06635562,-0.10106126,0.23989686,0.104450926,0.033307582,0.1479989,-0.1064781,-0.09376935,0.052325115,0.0048087155,0.092266545,0.047983214,0.041474003,0.07974225,0.063147694,0.031960685,0.013195136,0.00022120916,0.010778702,0.0009928785,0.0015606756,0.010838118,0.0043883524,0.07552135,0.020284198,0.0004467053,0.011745641,0.04536311,0.038603585,0.0047476334,0.040451556,0.00016306821,0.07620155,0.010179582,0.103592455,0.026626593,0.0010881933,0.024709666,0.003703796,0.00072164665,0.017068872,0.0060473173,0.008611469,0.046560448,0.0021105378,0.056900784,0.038862016,0.011812047,0.016028203,0.08808974,0.02164999,0.0006562617,0.054497324,0.027991196,0.006079394,0.0018998691,0.0003677523,0.020285694,0.0044029565
7,-0.034254294,0.042334594,0.014606213,0.06313065,-0.009687917,-0.035396725,0.061129127,-0.069827095,-0.01948078,-0.010650223,-0.1396229,-0.08097488,0.062398575,-0.00439023,0.030585686,-0.1692036,0.046227314,0.06290612,-0.06982567,-0.13447654,0.045405302,0.037956312,0.059697054,0.03140314,-0.0018940307,0.043861974,0.21121874,0.2685296,0.088381074,0.12090914,0.02885563,0.1012623,-0.01756303,-0.11417418,-0.041540876,0.105011314,-0.067603625,0.083012685,0.10147976,0.01759336,0.043460336,0.075944595,-0.08144906,0.008179566,-0.1041057,-0.02623804,0.15636861,0.0017252755,1.8651306e-07,0.042166803,0.00038895002,0.024981452,0.0035660851,0.122532226,0.0021216907,0.0114409,0.0027862978,0.0094232485,0.017980564,0.11742752,0.0012039436,0.0006664867,0.01779522,0.0021116124,0.0051822085,0.0036722918,0.054602984,0.00027410025,0.00011318865,0.006569544,0.02129308,0.03241436,0.0053515695,0.10018504,0.17216082,0.0019577292,0.050578382,0.06810644,0.0059002815,0.06405773,4.0456292e-05,0.017955786,0.018306514,0.00055402133,0.10129974,0.041388914,0.02739467,9.059974e-06,0.029177455,0.012796858,0.002958818,0.037553348,0.00088881794,0.05739171
8,-0.09512256,0.09849784,-0.04171197,0.15198201,-0.01067996,-0.16286318,-0.043038875,0.13878223,0.19166657,0.062591605,-0.13531868,0.0014513433,0.05852701,-0.10706707,-0.056704942,0.0167021,0.0038113466,0.06835781,-0.040029503,0.11545135,0.062362727,0.052048963,0.002713326,0.1455587,0.16760331,0.17378756,-0.062085807,0.020216055,0.0051983297,0.25867778,-0.093091264,-0.11450658,-0.023046963,-0.19280863,0.0631024,-0.08092408,-0.010361478,-0.13697061,0.013866914,0.03058767,-0.04249685,0.09309399,0.043647826,-0.03193711,0.011930983,0.03183644,-0.012516253,0.00082021375,5.0549133e-06,0.014025746,0.07538576,0.019168567,0.0019132955,0.0025756797,0.064405344,0.00035432482,0.0053169313,0.0031530021,0.03948926,0.012033399,6.758463e-05,0.0055030794,0.06539028,8.3269675e-05,0.01963982,0.016712049,0.039657086,0.047818676,0.07163564,0.0007737795,0.039338674,0.03695496,0.012932425,0.0021850767,0.0017880908,0.08469667,0.046706356,0.01751088,0.002443104,6.669473e-05,0.0011240143,0.005913298,0.0059701796,0.11477497,0.050166342,0.019119421,0.017496977,0.01215046,0.023938736,0.020458695,0.022461917,0.0008411061,0.046851926,0.017128421
9,-0.063958555,0.10893195,0.020931296,0.08734596,0.014460184,0.0019954373,-0.015604037,-0.048130702,0.036657475,-0.011818267,0.100019716,0.08016353,-0.06314122,-0.028887846,-0.17555486,0.051215332,0.06337627,0.120248616,-0.060056753,0.13398957,0.05522795,-0.0274118,-0.0011484772,-0.0137594165,-0.08302468,0.34345967,0.018607853,-0.0680392,-0.19475718,-0.0449064,0.10366517,0.063937224,-0.0018556536,0.08210613,0.179279,-0.06389834,-0.06640995,0.00034926925,0.16529413,0.0627342,0.03453976,0.0212541,-0.023522038,0.101482436,0.010833526,-0.069678225,0.061528534,0.012192052,0.109258205,0.025854029,0.049066644,0.015816847,0.002378522,0.00036386523,6.4391796e-05,0.018068936,0.0776078,0.0137727875,0.082747534,0.0698963,0.013634312,0.005975703,0.0031270639,0.029195579,0.0033985302,0.07576921,0.007875082,0.005302557,0.00079314,0.02013307,0.0030008473,0.0005339406,0.09835249,0.01630173,0.008631027,0.008398338,0.00013062832,0.00235508,0.00333103,5.001965e-05,0.004171276,0.057644583,0.012519391,0.004340863,0.001964138,0.11891664,0.012397901,0.011993923,0.05349657,0.00032029668,0.024708638,0.00393152,0.0025622507,0.09130799
