,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t),x26(t),x27(t),x28(t),x29(t),x30(t),x31(t),x32(t),x33(t),x34(t),x35(t),x36(t),x37(t),x38(t),x39(t),x40(t),x41(t),x42(t),x43(t),x44(t),x45(t),x46(t),x47(t),x48(t),x49(t),x0(t-1),x1(t-1),x2(t-1),x3(t-1),x4(t-1),x5(t-1),x6(t-1),x7(t-1),x8(t-1),x9(t-1),x10(t-1),x11(t-1),x12(t-1),x13(t-1),x14(t-1),x15(t-1),x16(t-1),x17(t-1),x18(t-1),x19(t-1),x20(t-1),x21(t-1),x22(t-1),x23(t-1),x24(t-1),x25(t-1),x26(t-1),x27(t-1),x28(t-1),x29(t-1),x30(t-1),x31(t-1),x32(t-1),x33(t-1),x34(t-1),x35(t-1),x36(t-1),x37(t-1),x38(t-1),x39(t-1),x40(t-1),x41(t-1),x42(t-1),x43(t-1),x44(t-1),x45(t-1),x46(t-1),x47(t-1),x48(t-1),x49(t-1),e0(t),e1(t),e2(t),e3(t),e4(t),e5(t),e6(t),e7(t),e8(t),e9(t),e10(t),e11(t),e12(t),e13(t),e14(t),e15(t),e16(t),e17(t),e18(t),e19(t),e20(t),e21(t),e22(t),e23(t),e24(t),e25(t),e26(t),e27(t),e28(t),e29(t),e30(t),e31(t),e32(t),e33(t),e34(t),e35(t),e36(t),e37(t),e38(t),e39(t),e40(t),e41(t),e42(t),e43(t),e44(t),e45(t),e46(t),e47(t),e48(t),e49(t)
0,0.019824069,0.009689945,0.015496573,0.012571987,-0.0038831332,-0.0028533773,-0.0018882512,-0.0052798567,0.010614864,0.13038206,0.011352429,0.0049985726,-0.0024897482,0.08096007,0.053384002,0.11512624,0.03243555,0.03186945,0.036824632,0.0024673152,0.011765748,0.043878544,0.03420513,0.053163,0.0058938274,0.033988424,0.010343842,0.015442547,0.027867055,-0.0034347796,-0.008945124,0.010250198,0.04054302,0.02048164,0.075958624,0.0060055535,0.061294302,0.0862463,0.030993018,0.009517034,0.006961674,0.0045562247,0.018652547,0.059547093,0.05201245,0.0030320103,0.0105832135,0.009299562,0.010000462,0.049863912,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.019824069,0.004689945,0.0104965735,0.0025719868,0.0011168667,0.0071466225,0.0031117487,0.002220143,0.0031148635,0.12538207,0.006352429,0.0049985726,1.0251802e-05,0.07596007,0.060884003,0.12012624,0.027435552,0.036869448,0.021824634,0.0024673152,0.014265748,0.048878543,0.036705133,0.063163,0.0008938276,0.023988424,0.010343842,0.00044254784,0.037867054,0.00656522,0.0010548752,0.00025019838,0.05304302,0.007981641,0.07845862,0.0010055535,0.0587943,0.0912463,0.035993017,0.024517033,0.009461674,0.009556225,0.031152546,0.044547092,0.06951245,0.00053201034,0.0105832135,0.0067995624,4.6239845e-07,0.044863913
1,-0.006015945,0.09710626,0.01089829,0.005671246,0.024548098,0.10915811,-0.081627235,0.0041509233,0.08009022,0.01670336,0.20070705,0.0065172785,0.03572655,0.039414614,0.041270375,0.1189626,0.18170886,0.016316257,0.07402855,0.07943985,-0.0019643726,0.0013153288,0.0027288902,0.052810192,0.09435214,0.0069111036,0.0009942346,0.1576018,0.012765117,0.026177313,-0.003567182,0.0235507,0.004633153,0.08022505,0.05348266,0.010459347,0.047569845,0.027102433,0.0014286884,-0.07864097,0.027071252,0.05849081,-0.015889594,0.05594929,-0.09341802,0.13451713,0.026746843,0.0007553209,0.007743947,0.100194335,0.019824069,0.009689945,0.015496573,0.012571987,-0.0038831332,-0.0028533773,-0.0018882512,-0.0052798567,0.010614864,0.13038206,0.011352429,0.0049985726,-0.0024897482,0.08096007,0.053384002,0.11512624,0.03243555,0.03186945,0.036824632,0.0024673152,0.011765748,0.043878544,0.03420513,0.053163,0.0058938274,0.033988424,0.010343842,0.015442547,0.027867055,-0.0034347796,-0.008945124,0.010250198,0.04054302,0.02048164,0.075958624,0.0060055535,0.061294302,0.0862463,0.030993018,0.009517034,0.006961674,0.0045562247,0.018652547,0.059547093,0.05201245,0.0030320103,0.0105832135,0.009299562,0.010000462,0.049863912,0.012241993,0.09193434,0.008620177,0.0034662022,0.033738848,0.105789855,0.00010544004,0.013746529,0.07073633,0.008955074,0.11125191,0.0065172785,0.023161124,0.027862076,0.056373857,0.14496882,0.1382695,0.011843695,0.050073657,0.07186416,0.0005357429,0.009063615,9.9806006e-05,0.061004836,0.050671168,0.0056566913,0.004481471,0.08837781,0.065737695,0.07204789,0.00660497,0.009847985,0.01461301,0.04123891,0.017499315,0.0055992478,0.0028422736,0.017414827,0.0020558946,0.0013251881,0.0038255518,0.03924384,0.0059169196,0.04174463,0.0027305998,0.05782054,0.014009903,0.00037762302,0.004412119,0.05420248
2,0.09320169,0.018027784,0.06124095,0.053029772,0.018695686,-0.062071487,0.0049067745,0.0038472572,-0.020476308,0.10246506,0.084233485,0.0008076879,0.0620194,0.03544649,0.02619955,0.05580198,-0.061547764,0.0027459739,-0.01929879,0.12100178,-0.00013584469,-0.005005234,0.020407667,0.019645387,0.034331635,0.047034603,-0.009406065,0.034341265,-0.0009555295,0.04036821,0.005816802,0.13121378,0.00022414699,0.08607403,-0.011165854,-0.057035767,0.09573789,0.02088179,-0.010321619,-0.07314384,0.029304346,0.08317879,-0.09107602,0.14178835,-0.047851566,0.29231858,0.0960814,0.0008666166,0.036425132,0.044734918,-0.006015945,0.09710626,0.01089829,0.005671246,0.024548098,0.10915811,-0.081627235,0.0041509233,0.08009022,0.01670336,0.20070705,0.0065172785,0.03572655,0.039414614,0.041270375,0.1189626,0.18170886,0.016316257,0.07402855,0.07943985,-0.0019643726,0.0013153288,0.0027288902,0.052810192,0.09435214,0.0069111036,0.0009942346,0.1576018,0.012765117,0.026177313,-0.003567182,0.0235507,0.004633153,0.08022505,0.05348266,0.010459347,0.047569845,0.027102433,0.0014286884,-0.07864097,0.027071252,0.05849081,-0.015889594,0.05594929,-0.09341802,0.13451713,0.026746843,0.0007553209,0.007743947,0.100194335,0.041043535,0.017530667,0.031995542,0.0024011752,0.027850863,0.004781617,0.0004045748,0.012296819,0.014266588,0.09701592,0.018830536,0.0008076879,0.00039691708,0.009392685,0.0009974032,0.009092971,0.0005102364,0.00096238294,0.0004452997,0.09006626,0.0018001421,0.00044391133,0.002430027,0.029726071,0.00043428608,0.025912687,0.00053650886,6.1415444e-06,0.0022834083,0.056102764,0.010185893,0.030380523,0.018803567,0.00023384456,0.024728369,0.004595031,0.06303641,0.0008720012,0.00023933912,2.2185308e-05,0.05595529,4.2829106e-06,0.005256649,0.050283946,0.0024441956,0.27524003,0.018762594,0.0069845603,0.02116656,0.004074891
3,0.056322433,0.019715564,0.04354317,0.06335255,-0.094175,0.023320438,-0.042043164,-0.04715833,0.09829723,0.031405564,0.05784864,0.005924469,-0.042151928,-0.0031397007,0.073466726,0.038291045,-0.11549426,0.008640658,0.033088278,-0.021375652,0.016766943,-0.026017616,0.15183112,-0.015709378,-0.058120213,0.059364617,-0.048840676,-0.009083104,0.000651408,0.043469492,0.038491406,0.018559868,-0.020358594,0.034807727,0.05661178,0.054137092,0.037105005,0.066261105,-0.003404308,-0.00678616,0.040298156,0.03667601,0.061775625,0.17669766,0.06360683,0.047089465,-0.03731147,-0.007671376,-0.0010566041,-0.009621361,0.09320169,0.018027784,0.06124095,0.053029772,0.018695686,-0.062071487,0.0049067745,0.0038472572,-0.020476308,0.10246506,0.084233485,0.0008076879,0.0620194,0.03544649,0.02619955,0.05580198,-0.061547764,0.0027459739,-0.01929879,0.12100178,-0.00013584469,-0.005005234,0.020407667,0.019645387,0.034331635,0.047034603,-0.009406065,0.034341265,-0.0009555295,0.04036821,0.005816802,0.13121378,0.00022414699,0.08607403,-0.011165854,-0.057035767,0.09573789,0.02088179,-0.010321619,-0.07314384,0.029304346,0.08317879,-0.09107602,0.14178835,-0.047851566,0.29231858,0.0960814,0.0008666166,0.036425132,0.044734918,0.0017761725,0.024418596,0.0019537758,0.052415024,0.009478142,0.0016325375,0.009807567,0.02288081,0.08304258,0.0007850889,0.013088405,0.005924469,0.00043386142,0.019895585,0.00796703,0.0143652605,0.003169647,0.011549059,0.019760001,0.0010929998,0.025873225,0.0046028593,0.08316642,0.05107557,0.0004526246,0.027951073,1.7771113e-06,0.008203139,0.004255742,0.0058408873,0.05200094,1.5796397e-05,0.00080194767,0.0012046477,0.037605736,0.08562495,0.014724887,0.0028563114,0.012302464,0.087773874,0.024233757,0.03029691,0.00013234581,6.4194824e-06,0.07470692,0.0038741615,0.008114587,5.1688396e-05,0.06655106,0.008933408
4,0.03228838,-0.023263818,0.026305579,0.05278626,-0.019735636,0.18150496,-0.044713546,0.054355815,0.11932139,0.021790728,0.068801485,0.0028722736,0.05515374,0.14855115,0.0695547,-0.026980024,-0.040267542,0.010869689,0.029369287,0.010869479,0.045621283,-0.02111687,0.058839645,-0.04645296,0.10784974,-0.017473256,0.07818557,0.064156935,-0.0024757995,0.025768762,0.03978006,-0.070827745,-0.02905937,0.11700095,0.2233327,-0.08944126,0.04839667,0.13828829,0.08117506,-0.012776412,0.036760435,0.10362917,0.04427212,0.012564171,-0.0112917945,0.07117672,-0.07417756,-0.022880636,0.00900471,0.073877476,0.056322433,0.019715564,0.04354317,0.06335255,-0.094175,0.023320438,-0.042043164,-0.04715833,0.09829723,0.031405564,0.05784864,0.005924469,-0.042151928,-0.0031397007,0.073466726,0.038291045,-0.11549426,0.008640658,0.033088278,-0.021375652,0.016766943,-0.026017616,0.15183112,-0.015709378,-0.058120213,0.059364617,-0.048840676,-0.009083104,0.000651408,0.043469492,0.038491406,0.018559868,-0.020358594,0.034807727,0.05661178,0.054137092,0.037105005,0.066261105,-0.003404308,-0.00678616,0.040298156,0.03667601,0.061775625,0.17669766,0.06360683,0.047089465,-0.03731147,-0.007671376,-0.0010566041,-0.009621361,0.04232021,0.0011565193,0.007967575,0.066507645,0.01595149,0.14607768,0.011974476,0.071671076,0.10487091,1.9143303e-05,0.010027493,0.0028722736,0.04785504,0.078854874,0.0023063782,0.0048233913,0.0020255735,0.030115392,0.0061865402,0.013325213,0.04535713,0.0006547153,0.0033600582,0.0034430036,0.05748356,0.0006404723,0.06695686,0.024970453,0.0059523736,0.038299445,0.014831421,0.0006903119,0.0026239334,0.0043835333,0.021201719,0.00013404936,0.019009676,0.11426457,0.07211819,0.035424173,0.0024815167,0.056109317,0.0013833678,0.009769699,0.00029821988,0.040566877,0.0037186476,0.006693449,0.000737571,0.0203463
5,0.03834083,0.039456975,0.09119457,0.019852242,0.045942634,-0.080855615,-0.063318014,0.0891493,0.09168636,0.055637717,0.0022829715,0.035269927,0.0013341662,0.036939047,0.098189205,0.012188921,-0.08348978,0.016692141,0.05484714,0.020589711,-0.00016337074,0.03108598,0.084477246,-0.011432042,0.17827119,0.12602055,0.060568653,-0.0036218723,-0.032577537,0.03841854,-0.041724376,-0.03143669,-0.017504122,0.10485855,0.28144482,0.08870958,0.073787786,0.06607808,-0.002435415,0.016078698,0.059086017,0.053428724,0.06443997,0.062289193,0.036185242,0.13953176,-0.020073192,-0.0030060783,0.10027684,0.12116799,0.03228838,-0.023263818,0.026305579,0.05278626,-0.019735636,0.18150496,-0.044713546,0.054355815,0.11932139,0.021790728,0.068801485,0.0028722736,0.05515374,0.14855115,0.0695547,-0.026980024,-0.040267542,0.010869689,0.029369287,0.010869479,0.045621283,-0.02111687,0.058839645,-0.04645296,0.10784974,-0.017473256,0.07818557,0.064156935,-0.0024757995,0.025768762,0.03978006,-0.070827745,-0.02905937,0.11700095,0.2233327,-0.08944126,0.04839667,0.13828829,0.08117506,-0.012776412,0.036760435,0.10362917,0.04427212,0.012564171,-0.0112917945,0.07117672,-0.07417756,-0.022880636,0.00900471,0.073877476,0.019542145,0.00036418965,0.03937998,0.0043062433,0.057953577,2.9050325e-05,0.03994797,0.099657126,0.0920691,0.042484928,0.019151518,0.035269927,0.030769648,0.00035286706,0.027748454,0.006543023,0.00042985563,0.036582172,0.0027209138,0.025534255,0.0020878068,0.04423877,0.0376588,0.01759653,0.0301608,0.09700755,0.0086333705,3.7294998e-05,0.0043489696,0.0010964433,0.0018707645,0.0014354015,0.0040873727,0.019152869,0.09598241,0.054210015,0.08222206,0.019603275,0.012071088,0.013932652,0.06495628,0.0029734818,0.01913196,0.00036186137,0.010406288,0.0021828732,0.018440796,0.042124428,0.015912566,0.001153557
6,0.05606427,0.041021593,0.06300535,0.067545354,0.0020048954,0.0805292,-0.05423016,-0.062405255,0.029179275,0.08970328,0.063458346,0.02305483,-0.06315133,0.101743534,0.03669381,0.01697502,0.046035577,0.06407185,0.011306569,-0.014805013,-0.0058321077,-0.026735933,0.008151967,-0.017705265,0.2348954,0.08778726,0.029956251,0.10246643,-0.01536566,0.008266997,-0.03980342,-0.006785579,0.033031866,0.15343921,0.10442304,0.023973327,0.05508226,0.04567671,-0.008305885,-0.015032339,0.032931726,-0.0072425213,-0.0034184242,0.054434363,0.019123385,0.076413706,-0.068383396,0.01176109,-0.032379754,0.24184234,0.03834083,0.039456975,0.09119457,0.019852242,0.045942634,-0.080855615,-0.063318014,0.0891493,0.09168636,0.055637717,0.0022829715,0.035269927,0.0013341662,0.036939047,0.098189205,0.012188921,-0.08348978,0.016692141,0.05484714,0.020589711,-0.00016337074,0.03108598,0.084477246,-0.011432042,0.17827119,0.12602055,0.060568653,-0.0036218723,-0.032577537,0.03841854,-0.041724376,-0.03143669,-0.017504122,0.10485855,0.28144482,0.08870958,0.073787786,0.06607808,-0.002435415,0.016078698,0.059086017,0.053428724,0.06443997,0.062289193,0.036185242,0.13953176,-0.020073192,-0.0030060783,0.10027684,0.12116799,0.028559607,0.010737266,0.03629099,0.003242219,0.028896466,0.06307271,0.012343758,0.0011789537,0.0076941405,0.044105988,0.021137075,0.02305483,0.016354915,0.0064290203,0.01967073,0.03506764,0.048637412,0.04320966,0.01213471,0.017377025,0.019237103,0.018861352,0.0008265786,0.020674419,0.034681756,0.06948522,0.0018703591,0.013335575,0.015884731,0.0018196047,0.040619325,0.05624143,0.02552127,0.044305313,0.030034015,0.024910014,0.03392163,0.0023469701,0.0008451379,0.011017782,0.007683961,0.0006061422,0.0143336365,0.00029016787,0.028831528,0.02315418,0.0029045073,0.012737621,8.704912e-06,0.043031584
7,0.023756806,0.016692065,0.022561848,0.13028467,-0.027435813,0.008444097,-0.07105106,0.0019120036,0.060233578,0.04477276,0.079077765,0.001382785,0.051536217,0.030475272,0.060990177,-0.009540124,0.0014568456,0.034270406,0.009147753,0.022153864,0.07063537,-0.028454699,0.15204996,0.0275927,0.06849402,-0.016810875,0.044446554,-0.0152465375,-0.0008490463,0.015053187,0.0035613345,0.014448306,0.03783288,0.0543743,0.0689671,-0.022592828,0.047694802,0.07756605,0.05674886,-0.017325165,0.004681984,0.059515715,-0.04172271,0.00015999132,-0.049468093,0.09568073,0.00680406,-0.016959686,0.033973325,0.077156365,0.05606427,0.041021593,0.06300535,0.067545354,0.0020048954,0.0805292,-0.05423016,-0.062405255,0.029179275,0.08970328,0.063458346,0.02305483,-0.06315133,0.101743534,0.03669381,0.01697502,0.046035577,0.06407185,0.011306569,-0.014805013,-0.0058321077,-0.026735933,0.008151967,-0.017705265,0.2348954,0.08778726,0.029956251,0.10246643,-0.01536566,0.008266997,-0.03980342,-0.006785579,0.033031866,0.15343921,0.10442304,0.023973327,0.05508226,0.04567671,-0.008305885,-0.015032339,0.032931726,-0.0072425213,-0.0034184242,0.054434363,0.019123385,0.076413706,-0.068383396,0.01176109,-0.032379754,0.24184234,0.0018158214,0.0017139395,0.02618311,0.1409765,0.0055651623,0.04971114,0.0054915594,0.0022226146,0.05124926,0.013270083,0.011473458,0.001382785,0.015401906,0.0004998469,0.001045069,2.156815e-05,0.059207443,0.014368698,0.0028203586,0.0003421772,0.062540434,0.0030479776,0.10913765,0.05975833,0.016892571,0.0032373734,0.035253283,0.0007356247,0.00026699857,0.0074296743,0.0023495832,0.0098360535,0.024332693,0.008903304,0.0008273165,0.0002030378,0.01389265,0.0072629633,0.046724737,0.01573134,0.013896329,0.0010294687,0.00077080325,0.0012116333,0.0038131897,0.012418196,0.00025213527,0.007827456,0.0012248954,6.275818e-06
8,0.09272193,0.0409254,0.033371676,0.0128351785,-0.00047896057,0.033651866,-0.03276392,-0.025330402,0.048664857,0.011390182,0.012393084,0.005527076,-0.049750935,0.08622021,0.19698009,0.030440256,-0.01274095,0.001835764,0.06817628,-0.0196691,-0.0030366061,-0.009647274,0.0012866479,-0.018802263,0.14459789,0.061059542,0.04633757,0.028168757,0.13411634,-0.10235875,0.00747576,-0.008036065,0.064385116,0.07040952,0.011478668,0.03486879,-0.0027363414,0.15531473,-0.010798411,0.090210155,0.036306143,0.022203628,0.032356728,0.16013665,-0.024328355,0.09661627,-0.00020242517,-0.029714586,0.0047825705,0.06851004,0.023756806,0.016692065,0.022561848,0.13028467,-0.027435813,0.008444097,-0.07105106,0.0019120036,0.060233578,0.04477276,0.079077765,0.001382785,0.051536217,0.030475272,0.060990177,-0.009540124,0.0014568456,0.034270406,0.009147753,0.022153864,0.07063537,-0.028454699,0.15204996,0.0275927,0.06849402,-0.016810875,0.044446554,-0.0152465375,-0.0008490463,0.015053187,0.0035613345,0.014448306,0.03783288,0.0543743,0.0689671,-0.022592828,0.047694802,0.07756605,0.05674886,-0.017325165,0.004681984,0.059515715,-0.04172271,0.00015999132,-0.049468093,0.09568073,0.00680406,-0.016959686,0.033973325,0.077156365,0.05670696,0.01870212,0.0036138184,0.003533144,0.016796242,0.02415601,0.014609137,0.00029386298,0.04868984,0.000109258006,0.019083854,0.005527076,0.00645753,0.06488487,0.13507481,0.0057062088,0.0007067533,0.0036164313,0.03908478,0.0028793123,0.005456725,0.0016336492,1.4681926e-05,0.0006027324,0.03504943,0.034600038,0.04703093,0.01958753,0.14626552,0.00093436113,0.0466857,4.202075e-05,0.07237752,0.01371968,5.7297593e-06,0.02503138,0.0006090433,0.14471179,0.0024313391,0.099293634,0.012166701,0.011263226,0.032900374,0.0869527,0.0026219347,0.049212266,0.001410144,0.0039042735,0.009223104,0.024249151
9,0.110013425,0.0704173,0.022130702,0.009353001,0.0040933513,-0.011686461,-0.033132005,0.051730048,0.05733137,0.026669705,0.06749213,0.117026195,0.09479422,0.051624242,0.010777559,0.012178315,-0.059950523,0.0024760766,0.077323824,0.08142469,0.0022225855,-0.008584647,0.05705884,0.019765195,-0.0015934925,0.08520969,0.028033696,0.17740542,-0.094799854,-0.0036747344,-0.017186683,-0.025060887,-0.016947418,0.088417165,0.17167903,0.020827787,0.023472782,0.09753526,0.032879703,-0.09103357,0.04367729,0.024557251,-0.022086076,0.11502321,-0.03551672,0.18896663,-0.0029336885,0.021162398,0.09389204,0.047573604,0.09272193,0.0409254,0.033371676,0.0128351785,-0.00047896057,0.033651866,-0.03276392,-0.025330402,0.048664857,0.011390182,0.012393084,0.005527076,-0.049750935,0.08622021,0.19698009,0.030440256,-0.01274095,0.001835764,0.06817628,-0.0196691,-0.0030366061,-0.009647274,0.0012866479,-0.018802263,0.14459789,0.061059542,0.04633757,0.028168757,0.13411634,-0.10235875,0.00747576,-0.008036065,0.064385116,0.07040952,0.011478668,0.03486879,-0.0027363414,0.15531473,-0.010798411,0.090210155,0.036306143,0.022203628,0.032356728,0.16013665,-0.024328355,0.09661627,-0.00020242517,-0.029714586,0.0047825705,0.06851004,0.08116341,0.047248513,0.011028889,0.0015555024,0.00810828,0.0048999917,0.059621584,0.056128796,0.010218824,0.009983867,0.028764706,0.117026195,0.017046439,2.505866e-05,0.048274253,1.4137612e-05,0.0069945916,0.0062139565,0.01064861,0.0367586,0.0034182281,0.00810119,0.015023325,0.014946786,0.0042001386,0.10732162,0.013803803,0.09723225,0.0026095903,0.008706294,0.008373388,0.00038410662,0.00080031506,0.0005848327,0.0149838785,0.021057056,0.0041090697,0.047653228,0.02182374,0.0015951109,0.013141834,0.0047423188,0.0005622362,0.024532378,0.03536639,0.08462244,0.021589858,0.06481472,0.031961028,0.017903617
