,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30
0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.07587563,0.015392436,0.018570423,0.004144273,0.005028686,0.010086023,0.026953215,-0.00660198,0.015858836,0.038355727,0.047842484,0.07087304,0.04774338,0.07643004,0.004780256,0.005125203,0.021545542,0.05601894,0.061937425,0.018180218,0.011842886,0.018590216,-0.007168232,-0.0017869906,0.0051568467,0.0050738105,0.00647866,0.013486627,0.002210109,0.013131262,0.015356012,0.07587563,0.010392436,0.003570424,0.004144273,2.868603e-05,8.602328e-05,0.009453215,0.01339802,0.00085883617,0.013355727,0.045342483,0.095873035,0.05774338,0.09643003,0.002280256,0.00012520305,0.021545542,0.04851894,0.066937424,0.013180218,0.019342886,0.013590217,0.00033176775,0.0007130099,0.022656847,7.38113e-05,0.00397866,0.0009866271,0.007210109,0.018131262,0.022856012
2,0.00011504453,0.029833518,0.07546066,0.09548363,0.11022277,0.041536134,0.05517777,-0.0355628,0.0042572184,0.09806328,0.11027328,0.092439204,0.02597868,0.0044101854,0.01299444,0.016903749,-0.014340197,0.09722593,-0.009885751,0.004748358,-0.041444562,0.004055469,-0.021063827,0.025539326,-0.03116614,-0.045053408,0.03231427,-0.008358956,0.0795197,0.13453405,-0.011148678,0.00011504453,0.013111361,0.011992878,0.06426256,0.043104786,0.034770336,0.00065366103,0.02826856,0.00022368022,0.038567193,0.1019122,0.124205865,0.038526002,0.011104937,0.008091202,0.014389405,0.00011361545,0.0058679488,0.05581058,0.00532306,0.0021758457,2.6750731e-05,0.008200221,1.23761845e-08,0.003947951,3.0265885e-06,0.05097105,0.008754152,0.022934701,0.11417741,0.0013766865
3,0.00017537437,0.009425148,0.09175965,-0.020463545,0.043911528,0.006400532,0.08133286,-0.051518165,-0.0025802485,0.10185153,-8.150291e-05,-0.046718553,-0.0054314025,0.0813208,0.001989216,0.069427975,-0.041222394,0.06545564,-0.044742577,0.051968813,-0.121049635,0.09738778,-0.005886089,0.0014715466,-0.06634705,0.0295748,0.022330295,-0.016173285,0.09924504,-0.032799102,-0.06275007,0.00017537437,0.009790774,0.0065252963,0.014585715,0.005863134,0.004561463,0.019941716,0.014456073,0.00067957235,0.022470063,0.00010131012,0.007047044,0.0037158157,0.09925656,0.0028876984,0.014316589,0.0035918672,0.011058283,0.0071088853,0.06485145,0.017349636,0.0011408636,0.009507729,0.0011130451,0.014368782,0.041091833,0.03798718,0.014841442,0.015718307,0.0027675068,0.050479017
4,0.013855479,0.037687123,0.017795047,0.0023659645,0.09896595,-0.044039845,0.011322595,-0.036870535,0.027808186,0.04432987,0.15132962,-0.01014128,-0.03402111,0.034751315,0.004207872,0.02278282,-0.07517443,0.06732691,0.0045272596,0.024268944,-0.09324401,0.10166666,0.007333845,0.087740846,-0.0917763,-0.008687334,0.005484432,0.006911503,-0.0027173567,0.011628665,0.03801122,0.013855479,0.045080326,0.033128213,0.014908447,0.026313504,0.0284379,0.005026842,0.0009802623,0.011290404,0.0021657124,0.15502623,0.0011035019,0.000110703266,0.047901094,0.0046094693,0.00082705513,8.24109e-05,0.01718718,0.012630707,0.009395297,0.027588286,0.004066145,0.008442524,0.012859472,1.8336259e-10,0.025841808,0.019094076,0.018360827,0.0022978396,0.016994473,0.000641695
5,0.010241862,0.016224891,0.009875555,-0.019590009,0.017694252,-0.038255405,0.061670907,-0.08195904,0.07136244,0.010395766,0.026473172,-0.01663854,-0.04617821,0.07897209,0.27410537,0.0767449,-0.029063985,-0.020953182,0.018228214,-0.029370753,-0.011898071,0.068941765,0.0051929085,0.03353054,-0.11985517,0.028373573,-0.07080124,-0.040711585,0.042767584,-0.008614702,0.04473569,0.010241862,0.004125657,0.017585486,0.012020049,0.01052556,0.011701618,0.02718519,0.030984294,0.029731749,0.00909567,0.020423556,9.696928e-06,0.0026979898,0.052012246,0.11899093,0.02726192,0.06910118,0.0037318165,0.0010797052,0.00055714144,0.12720613,0.01428326,0.0002855759,0.00031249406,0.030828321,0.01722022,0.0017711443,0.0015895395,0.008849681,0.0013803707,0.06961114
6,0.02279912,0.051683217,0.08944326,-0.15036225,0.014163892,-0.079300515,0.20012817,0.019094316,0.17120339,0.005270281,0.01987065,0.11674045,0.042467695,-0.09990743,0.05556194,0.009543808,-0.029706774,-0.010160677,0.030478979,-0.01590697,0.08739749,-0.0201425,0.037700694,0.17078233,-0.05206506,-0.05679101,-0.009278096,-0.019393105,-0.119728446,-0.13950515,0.027779993,0.02279912,0.015055014,0.089557774,0.0048284926,0.0019197097,0.0010040348,0.1773231,0.023356887,0.0031986486,0.003153572,0.0015565479,0.02257952,0.007086893,0.015410482,3.2152508e-05,0.00069668243,0.006081501,0.02637875,0.004912795,0.008598229,0.007338287,0.010798228,0.027514057,0.05304602,0.023813197,0.0077023325,2.575655e-06,0.032269925,0.00024482358,0.0013971763,0.006024762
7,0.020973032,0.05836823,0.027011085,0.020962596,-0.10763879,0.123552635,-0.063884616,-0.01111928,0.10075539,0.07876651,0.040603362,0.1232771,-0.017571952,0.015365876,0.12916334,0.01099252,0.031802125,-0.037108943,-0.015203152,0.016387384,0.06570635,-0.0047363043,-0.031399414,0.09306735,0.033327494,-0.048173603,0.026108067,-0.014876748,-0.037383646,-0.0070163542,0.10733528,0.020973032,0.0049889144,0.0046219034,0.0023677559,0.03278643,0.07785187,0.00020943223,0.0002820905,0.01597876,0.024025649,0.013913707,0.03257759,0.0023459783,0.017815651,0.0012986792,0.003910574,0.0010555104,0.0147571685,0.040676635,0.008690785,0.00022491164,0.024743903,0.01539083,0.059980504,0.037115425,0.0038340425,0.006137894,0.0033044005,1.078783e-05,0.0043283505,0.015854279
8,0.009668127,0.12529963,0.06331088,0.07051462,-0.054443542,0.014672613,-0.012520508,-0.0015494376,0.087923236,0.014240182,0.03938808,-0.09169963,-0.009247501,-0.064906836,0.052343417,-0.035291314,0.043334316,0.0077917813,0.004755942,0.16835338,0.039244622,-0.0033778176,0.0066247517,0.029949453,0.0008059433,0.34886217,0.11166978,0.13382493,-0.09236091,0.122542694,-0.0107813515,0.009668127,0.047474757,0.05121877,0.00923042,0.0029616659,0.0010020306,0.00043278985,0.00015974048,0.0008946926,0.0062610256,0.00047564335,0.051887307,0.0151052,0.06138778,0.012790511,0.01852808,0.026064247,0.0018977611,0.023213366,0.17918982,0.043372393,0.041292317,0.0001537566,0.043788288,0.014507412,0.25355634,0.062314946,0.01981138,0.007048883,0.10117836,0.02520267
9,0.00097432506,-0.04838603,-0.12697917,-0.085412785,-0.043477524,0.118614115,-0.032027546,-0.056753293,0.23375952,-0.04910573,-0.02551062,-0.15062417,0.0927182,0.01848625,0.017139109,-0.026632747,-0.11633149,-0.024366293,0.04224944,0.07987634,0.011459291,0.10719862,0.015581507,0.005132654,-0.084413014,0.10177359,-0.035417918,0.14266032,-0.080711894,-0.09421375,0.190048,0.00097432506,0.0030485839,0.067736186,0.00802077,5.472679e-05,0.0062806774,0.0006838697,0.023540555,0.01818199,0.0016162725,0.00020668577,0.00025565262,1.6854868e-07,0.03357389,0.018605862,0.0005890243,0.003696858,0.010467044,0.0066243615,0.0069831726,0.00022805495,0.0019722127,0.001081344,0.0040883883,0.004313578,0.04317045,0.008259374,0.00066310284,0.014359571,0.008676907,0.0016564202
