,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t),x26(t),x27(t),x28(t),x29(t),x30(t),x31(t),x32(t),x33(t),x34(t),x35(t),x36(t),x37(t),x38(t),x39(t),x40(t),x41(t),x42(t),x43(t),x0(t-1),x1(t-1),x2(t-1),x3(t-1),x4(t-1),x5(t-1),x6(t-1),x7(t-1),x8(t-1),x9(t-1),x10(t-1),x11(t-1),x12(t-1),x13(t-1),x14(t-1),x15(t-1),x16(t-1),x17(t-1),x18(t-1),x19(t-1),x20(t-1),x21(t-1),x22(t-1),x23(t-1),x24(t-1),x25(t-1),x26(t-1),x27(t-1),x28(t-1),x29(t-1),x30(t-1),x31(t-1),x32(t-1),x33(t-1),x34(t-1),x35(t-1),x36(t-1),x37(t-1),x38(t-1),x39(t-1),x40(t-1),x41(t-1),x42(t-1),x43(t-1),e0(t),e1(t),e2(t),e3(t),e4(t),e5(t),e6(t),e7(t),e8(t),e9(t),e10(t),e11(t),e12(t),e13(t),e14(t),e15(t),e16(t),e17(t),e18(t),e19(t),e20(t),e21(t),e22(t),e23(t),e24(t),e25(t),e26(t),e27(t),e28(t),e29(t),e30(t),e31(t),e32(t),e33(t),e34(t),e35(t),e36(t),e37(t),e38(t),e39(t),e40(t),e41(t),e42(t),e43(t)
0,0.017911687,0.04005268,0.091425695,0.016090963,0.13565506,0.008365112,0.0052176523,0.017765239,0.0027493583,0.013509937,0.17465585,0.0005947927,0.039653808,0.0318324,0.0064647025,0.064434275,0.02861555,0.002411129,0.00038361395,0.010997386,0.026878096,0.022432618,-0.0021025448,0.013537505,0.02484971,0.015485793,-0.007143788,0.109579474,0.045529064,0.011749279,-0.004358216,0.0012233016,-0.0008213774,0.030007662,0.0025866872,-0.001653664,0.008367821,0.17724486,0.00024298392,0.008452942,0.004270387,0.013504513,0.13492987,0.0070226397,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.012911687,0.04005268,0.091425695,0.021090964,0.13065507,0.008365112,0.0052176523,0.012765239,0.0027493583,0.013509937,0.16965586,0.0005947927,0.039653808,0.0368324,0.0014647025,0.06943428,0.03361555,0.012411129,0.00038361395,0.010997386,0.034378096,0.012432619,0.00039745524,0.006037505,0.01984971,0.022985794,0.00035621188,0.10207947,0.040529065,0.019249279,0.00064178347,0.0012233016,0.0016786226,0.012507662,0.0025866872,0.0008463359,0.008367821,0.16474485,0.012742983,0.0009529418,0.006770387,0.0010045132,0.15492986,0.00202264
1,0.114865504,0.019487234,0.008265091,0.0038707934,0.14101149,-0.009853365,0.021872878,0.018796176,0.01947627,0.01208394,0.04305423,0.0248397,-0.00879798,-0.0010603294,0.023100836,0.083976775,-0.084028415,0.0028793686,0.0068003405,0.00045615726,0.046388805,0.26996946,0.016712613,0.08955435,-0.038356528,-0.062390648,0.07548852,0.05362139,-0.0036194753,-0.007111584,-0.0090757925,0.022824224,0.0028609917,0.06727325,0.07822242,-0.02143043,-0.02749333,0.12301533,-0.09506022,-0.021401875,-0.06301533,0.056865584,-0.024728118,0.034761935,0.017911687,0.04005268,0.091425695,0.016090963,0.13565506,0.008365112,0.0052176523,0.017765239,0.0027493583,0.013509937,0.17465585,0.0005947927,0.039653808,0.0318324,0.0064647025,0.064434275,0.02861555,0.002411129,0.00038361395,0.010997386,0.026878096,0.022432618,-0.0021025448,0.013537505,0.02484971,0.015485793,-0.007143788,0.109579474,0.045529064,0.011749279,-0.004358216,0.0012233016,-0.0008213774,0.030007662,0.0025866872,-0.001653664,0.008367821,0.17724486,0.00024298392,0.008452942,0.004270387,0.013504513,0.13492987,0.0070226397,0.026243076,0.00027198216,0.008265091,0.0002402944,0.1851907,6.960044e-05,0.0393504,0.0037923455,0.010712233,0.0066587846,0.03954291,0.005346829,0.00034946817,0.024979735,0.0010565978,0.09828455,0.01034334,0.00060443056,0.022812616,0.00045615726,0.043410785,0.19476165,0.1059092,0.0055676457,0.018555438,3.87587e-05,0.05627681,0.061705057,0.005177561,0.00053252286,0.00038904167,0.060069934,0.0041998248,0.030179022,0.09291411,0.011573303,0.00048452595,0.009265125,0.0068700323,0.05238562,0.002431012,0.010228757,0.004315091,4.63511e-06
2,0.08511069,0.06675797,0.027847799,0.074508235,-0.0018397244,-0.09171975,0.09859115,0.043369487,0.073082805,0.021401148,0.021363799,0.07508859,0.046012912,0.028871097,0.066145346,0.13996457,-0.006780844,-0.021958962,0.033011533,0.00132172,0.057618417,-0.011714116,-0.09101273,0.05395623,-0.04280258,0.0038668844,-0.040182598,-0.0042414404,-0.032355633,0.043130036,-0.0027196757,0.05073041,0.1856387,-0.05710224,0.0021175034,0.19244793,-0.08491107,0.06759892,-0.07455607,0.08389612,-0.05489348,0.011569635,-0.09249994,0.058027755,0.114865504,0.019487234,0.008265091,0.0038707934,0.14101149,-0.009853365,0.021872878,0.018796176,0.01947627,0.01208394,0.04305423,0.0248397,-0.00879798,-0.0010603294,0.023100836,0.083976775,-0.084028415,0.0028793686,0.0068003405,0.00045615726,0.046388805,0.26996946,0.016712613,0.08955435,-0.038356528,-0.062390648,0.07548852,0.05362139,-0.0036194753,-0.007111584,-0.0090757925,0.022824224,0.0028609917,0.06727325,0.07822242,-0.02143043,-0.02749333,0.12301533,-0.09506022,-0.021401875,-0.06301533,0.056865584,-0.024728118,0.034761935,0.023603022,0.08256907,0.027847799,0.037543893,0.0039216317,0.0041537723,0.0014867198,0.009732863,0.01905022,0.072813444,0.0039828317,0.035100926,0.00070557266,7.338887e-05,0.0035585305,0.09795036,0.013807047,0.0002946687,0.0027690048,0.00132172,0.0087707555,0.031845268,0.04206167,0.0063055693,0.0040166657,0.0059761847,0.01683277,0.01392526,0.00044955252,0.0027434693,6.9685952e-06,0.017517526,0.016668193,0.012438534,0.0047146706,0.033004828,0.0029076643,2.9180575e-07,0.0060488265,0.017358577,0.034797974,4.8309666e-06,0.0052654985,0.03071937
3,0.068357676,-0.0015083828,0.041764066,-0.049609225,0.053666674,0.023601748,0.046195075,0.016552743,0.027112886,0.022055345,0.044468597,0.047397047,0.013459201,-0.042569123,0.1028716,0.006426143,0.03678236,0.062459502,0.051936563,0.0027042327,-0.011536932,-0.0125557035,0.0068139527,0.050176755,-0.020730963,0.042962726,-0.037575677,-0.05379487,0.059886128,0.03165866,0.020659244,0.1530197,0.028024295,0.19964357,0.14052007,0.117424354,-0.0018010028,0.037619706,-0.045191836,0.020747084,0.06821227,-0.057323392,-0.11949676,-0.012996839,0.08511069,0.06675797,0.027847799,0.074508235,-0.0018397244,-0.09171975,0.09859115,0.043369487,0.073082805,0.021401148,0.021363799,0.07508859,0.046012912,0.028871097,0.066145346,0.13996457,-0.006780844,-0.021958962,0.033011533,0.00132172,0.057618417,-0.011714116,-0.09101273,0.05395623,-0.04280258,0.0038668844,-0.040182598,-0.0042414404,-0.032355633,0.043130036,-0.0027196757,0.05073041,0.1856387,-0.05710224,0.0021175034,0.19244793,-0.08491107,0.06759892,-0.07455607,0.08389612,-0.05489348,0.011569635,-0.09249994,0.058027755,0.03455822,0.0008503667,0.041764066,0.0011677718,0.00048182995,0.016685938,0.040313113,0.045103863,0.00106331,0.04713051,0.015454721,0.00012064159,0.00091663474,0.010931541,0.02896787,0.003035721,0.0014557583,0.0027078392,0.02997393,0.0027042327,0.011075381,0.031760827,0.007151317,0.03270078,0.0030112884,0.0067845876,0.00414914,0.027294325,0.07050127,0.018116038,0.013906478,0.04286367,0.019239485,0.07393393,0.026417512,0.0042311675,0.023686014,0.008655708,0.0003650365,0.03370951,0.018859947,0.0014534832,0.0072053103,0.0003096835
4,0.042312637,-0.032584235,0.008810779,0.08337351,0.12891394,0.14057761,-0.058050886,0.10021115,0.21823955,0.01587502,-0.005555949,-0.016095325,0.050479267,0.0084430855,0.14050438,0.02624749,0.033177648,-0.04011947,-0.058194496,0.09340363,-0.044309996,-0.038263235,0.18543586,0.059302337,0.02083876,0.033880923,-0.007806441,-0.010865089,0.057022527,0.061027218,0.029378394,0.054424632,0.015676267,0.029549444,-0.07886774,-0.02299628,-0.06228479,0.1756634,-0.13795133,-0.035583723,0.042307578,0.06382802,-0.029898597,0.06548025,0.068357676,-0.0015083828,0.041764066,-0.049609225,0.053666674,0.023601748,0.046195075,0.016552743,0.027112886,0.022055345,0.044468597,0.047397047,0.013459201,-0.042569123,0.1028716,0.006426143,0.03678236,0.062459502,0.051936563,0.0027042327,-0.011536932,-0.0125557035,0.0068139527,0.050176755,-0.020730963,0.042962726,-0.037575677,-0.05379487,0.059886128,0.03165866,0.020659244,0.1530197,0.028024295,0.19964357,0.14052007,0.117424354,-0.0018010028,0.037619706,-0.045191836,0.020747084,0.06821227,-0.057323392,-0.11949676,-0.012996839,0.023502784,0.03719601,0.008810779,0.00073317805,0.04191228,0.06403973,0.00015372995,0.00038936434,0.21002899,0.00576021,0.0009424704,4.589108e-05,0.0041063284,0.0064502056,0.02430756,0.04463867,0.0058507742,0.001053616,0.00041026474,0.09340363,0.0001369494,3.7823743e-06,0.19460241,0.059184354,0.00044050533,0.0010662593,0.00926478,0.017519442,9.532535e-05,0.0071676844,0.0057741017,0.0003262001,0.01136321,0.011842525,0.015834512,0.00067145686,0.004234491,0.04790991,0.0010481755,0.030683745,0.077244595,0.0020246378,3.4755434e-05,5.0962502e-05
5,0.11258961,8.006836e-05,0.0023420795,-0.06079241,0.097178966,0.08869026,0.01753671,0.014859308,0.077205226,-0.024155138,0.11199708,0.0036657732,0.03136584,-0.039006386,0.08368051,-0.012531358,-0.07948576,-0.024112523,0.005219293,0.012860734,0.0038703089,0.0035386954,-0.13559978,0.11954756,-0.018710148,0.009086771,0.0054746596,0.016142173,-0.08984573,0.07249294,0.053020082,0.04074859,-0.056926824,0.0074244775,0.010843993,-0.08939242,-0.012625395,0.10448265,0.068830594,-0.067143396,0.024222307,0.067191064,-0.001354618,0.031826474,0.042312637,-0.032584235,0.008810779,0.08337351,0.12891394,0.14057761,-0.058050886,0.10021115,0.21823955,0.01587502,-0.005555949,-0.016095325,0.050479267,0.0084430855,0.14050438,0.02624749,0.033177648,-0.04011947,-0.058194496,0.09340363,-0.044309996,-0.038263235,0.18543586,0.059302337,0.02083876,0.033880923,-0.007806441,-0.010865089,0.057022527,0.061027218,0.029378394,0.054424632,0.015676267,0.029549444,-0.07886774,-0.02299628,-0.06228479,0.1756634,-0.13795133,-0.035583723,0.042307578,0.06382802,-0.029898597,0.06548025,0.024757914,0.0020527511,0.0023420795,0.0016482909,0.13614945,0.10899251,0.0044627865,8.4585525e-05,0.026951663,0.009361612,0.07925696,0.017888712,0.005936215,0.012946379,0.050856862,0.004057466,0.04002257,0.00052644714,0.0018165457,0.012860734,0.0004807213,0.0015475324,0.0027434381,0.03830823,0.025049947,0.018874336,0.00013189678,0.0006943183,0.010488481,0.066899315,0.06817572,0.00628724,5.230883e-05,0.012198533,7.92076e-05,0.014009606,1.4600329e-07,0.0021628616,0.036673162,0.040878713,0.021659108,0.019315857,0.019146876,0.008399353
6,0.0764015,0.09702176,0.07723412,-0.03494251,0.015630692,0.0049034217,0.095910706,0.00418886,0.0536919,-0.021580108,0.050015338,0.04865542,0.08225089,0.06427765,0.1686077,0.048078477,-0.07965685,-0.057397872,0.13352105,0.05902941,0.04362289,0.03658611,-0.025977537,0.11486092,-0.06167472,0.0991964,-0.020201419,0.0051693767,0.07099875,0.10160779,-0.009611066,-0.07301886,0.048882682,-0.07130488,-0.031027026,-0.10274866,-0.096770495,0.009262848,-0.082932875,-0.12074352,0.08390491,0.092830025,-0.10601551,0.047478426,0.11258961,8.006836e-05,0.0023420795,-0.06079241,0.097178966,0.08869026,0.01753671,0.014859308,0.077205226,-0.024155138,0.11199708,0.0036657732,0.03136584,-0.039006386,0.08368051,-0.012531358,-0.07948576,-0.024112523,0.005219293,0.012860734,0.0038703089,0.0035386954,-0.13559978,0.11954756,-0.018710148,0.009086771,0.0054746596,0.016142173,-0.08984573,0.07249294,0.053020082,0.04074859,-0.056926824,0.0074244775,0.010843993,-0.08939242,-0.012625395,0.10448265,0.068830594,-0.067143396,0.024222307,0.067191064,-0.001354618,0.031826474,0.024160177,0.10171313,0.07723412,0.0040220865,0.018706411,0.0012507729,0.00060564326,0.000476621,6.743329e-06,0.025592424,0.0341021,0.05153916,0.002973919,0.011344279,0.084370926,0.008335598,0.00065873953,0.0506569,0.05500265,0.05902941,0.0011693039,0.032720033,0.057995945,0.008793172,0.016886346,0.030555306,0.028563868,0.018682528,0.055719577,0.03971222,0.00039820044,0.0011040737,0.0039543496,0.0021682575,0.002632789,0.0049197753,0.022182329,0.023697259,0.00078680296,0.014321558,0.08575433,0.00093446433,0.004792389,0.028623253
7,0.009591847,0.07793309,3.942929e-05,-0.11408098,0.08688592,-0.029853784,0.17681548,-0.0037967153,0.00859848,-0.037674233,0.02473151,0.09309271,0.027733514,-0.040637337,0.082812674,0.040399738,0.00013652444,-0.121472046,0.056942917,0.07310189,0.041100353,-0.0009817248,-0.085019514,0.10927713,0.022956679,0.09885607,0.06437488,-0.034523387,-0.0070026894,0.09411335,-0.024438068,0.0023589015,0.10122615,0.06651286,0.23200557,-0.06450781,-0.19834656,0.08764064,-0.04170883,-0.046827633,0.3488609,0.07096283,-0.22954467,0.019918056,0.0764015,0.09702176,0.07723412,-0.03494251,0.015630692,0.0049034217,0.095910706,0.00418886,0.0536919,-0.021580108,0.050015338,0.04865542,0.08225089,0.06427765,0.1686077,0.048078477,-0.07965685,-0.057397872,0.13352105,0.05902941,0.04362289,0.03658611,-0.025977537,0.11486092,-0.06167472,0.0991964,-0.020201419,0.0051693767,0.07099875,0.10160779,-0.009611066,-0.07301886,0.048882682,-0.07130488,-0.031027026,-0.10274866,-0.096770495,0.009262848,-0.082932875,-0.12074352,0.08390491,0.092830025,-0.10601551,0.047478426,0.004960423,0.00029821543,3.942929e-05,0.0018900607,0.013016643,0.0039527873,0.14497578,0.031855725,0.037158255,0.004248619,0.0009922968,0.018814871,0.0024418777,5.8310467e-05,0.0029414895,0.00057131593,0.01839792,0.012564822,0.04602728,0.07310189,0.057615288,0.0024278322,0.020723803,0.006174396,0.00069374824,0.0016879193,0.098412625,1.7609826e-05,7.8597506e-05,0.057886716,0.001015517,0.0020374686,0.07605332,0.02232692,0.11174084,0.0005440051,0.0007798196,0.00095533265,0.001398008,0.007963516,0.30080009,0.022232197,0.00068926765,0.006169613
8,0.09629771,0.02232878,0.15948272,0.023145158,0.07863069,0.13135481,-0.011849781,0.34561166,0.049239453,0.0113434745,0.05759027,0.069362745,0.074997224,-0.07854177,0.1487941,0.0641821,0.13368574,-0.28127214,0.05810002,0.0004939959,-0.018357683,-0.061992705,0.091431454,0.023207081,-0.063541666,0.124817386,-0.020402044,-0.061333925,-0.045935947,0.08047186,-0.036405466,0.041819334,-3.8752332e-05,-0.088630505,0.010041027,0.0016951002,-0.25767988,0.16614293,-0.06195689,0.03521862,-0.052857563,0.24630336,-0.31923968,0.0341384,0.009591847,0.07793309,3.942929e-05,-0.11408098,0.08688592,-0.029853784,0.17681548,-0.0037967153,0.00859848,-0.037674233,0.02473151,0.09309271,0.027733514,-0.040637337,0.082812674,0.040399738,0.00013652444,-0.121472046,0.056942917,0.07310189,0.041100353,-0.0009817248,-0.085019514,0.10927713,0.022956679,0.09885607,0.06437488,-0.034523387,-0.0070026894,0.09411335,-0.024438068,0.0023589015,0.10122615,0.06651286,0.23200557,-0.06450781,-0.19834656,0.08764064,-0.04170883,-0.046827633,0.3488609,0.07096283,-0.22954467,0.019918056,0.052477386,0.009641472,0.15948272,0.07349635,0.0002746515,0.014861163,0.014384135,0.31235522,0.07291499,0.009376855,0.04763124,0.019160474,3.998812e-05,0.00038109685,0.0030145075,0.064250365,0.15210271,0.00028942418,0.019117258,0.0004939959,0.024060428,0.0033516004,0.051443785,0.0013971467,0.00533756,0.003101333,0.0010950626,0.0020643768,0.0040533096,7.6964905e-05,5.9256516e-05,0.0065668654,0.008231459,0.009699115,0.00031924187,0.062444717,0.026898744,0.0453885,0.12056214,0.010864072,0.006445638,0.05264084,0.0053386902,0.010417377
9,0.08358287,0.016929789,0.07380044,-0.08395709,0.074143134,0.06087149,0.013403352,-0.006818697,0.060683355,-0.099856,0.024064932,0.097632766,0.054413598,-0.15434991,0.22719212,-0.006711602,-0.15870687,-0.08796679,0.17744124,0.0048653996,-0.09968938,-0.09677381,-0.049435504,0.074095875,-0.23664683,0.23546204,0.13614967,0.0832258,-0.027021004,0.15716809,-0.06950553,0.070079096,-0.07410234,-0.1270794,-0.0030529182,-0.13344042,-0.11149785,0.016578967,-0.124832824,-0.13692044,0.041142065,0.0017103311,-0.3228092,-0.007481591,0.09629771,0.02232878,0.15948272,0.023145158,0.07863069,0.13135481,-0.011849781,0.34561166,0.049239453,0.0113434745,0.05759027,0.069362745,0.074997224,-0.07854177,0.1487941,0.0641821,0.13368574,-0.28127214,0.05810002,0.0004939959,-0.018357683,-0.061992705,0.091431454,0.023207081,-0.063541666,0.124817386,-0.020402044,-0.061333925,-0.045935947,0.08047186,-0.036405466,0.041819334,-3.8752332e-05,-0.088630505,0.010041027,0.0016951002,-0.25767988,0.16614293,-0.06195689,0.03521862,-0.052857563,0.24630336,-0.31923968,0.0341384,0.0005114083,0.00034084317,0.07380044,0.0008410938,0.011556247,0.02485462,0.03770597,0.037496556,0.041584507,0.006106967,0.006995731,0.015284165,0.0035391708,0.002062012,0.007668183,0.060131267,0.00020449843,0.011839874,0.031321593,0.0048653996,0.0025941695,0.00043733526,0.024585614,0.04170611,0.010275756,0.028941967,0.07502609,0.10190996,0.0020260157,0.111183286,0.00066467206,3.2170615e-06,0.04246861,0.03179425,0.0069888774,0.0052718343,0.009127244,0.011409359,0.0060261753,0.038042977,0.016580977,0.02365536,0.0001565288,0.0013455906
