,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t),x26(t),x27(t),x28(t),x29(t),x30(t),x31(t),x32(t),x33(t),x34(t),x35(t),x36(t),x37(t),x38(t),x39(t),x40(t),x41(t),x0(t-1),x1(t-1),x2(t-1),x3(t-1),x4(t-1),x5(t-1),x6(t-1),x7(t-1),x8(t-1),x9(t-1),x10(t-1),x11(t-1),x12(t-1),x13(t-1),x14(t-1),x15(t-1),x16(t-1),x17(t-1),x18(t-1),x19(t-1),x20(t-1),x21(t-1),x22(t-1),x23(t-1),x24(t-1),x25(t-1),x26(t-1),x27(t-1),x28(t-1),x29(t-1),x30(t-1),x31(t-1),x32(t-1),x33(t-1),x34(t-1),x35(t-1),x36(t-1),x37(t-1),x38(t-1),x39(t-1),x40(t-1),x41(t-1),e0(t),e1(t),e2(t),e3(t),e4(t),e5(t),e6(t),e7(t),e8(t),e9(t),e10(t),e11(t),e12(t),e13(t),e14(t),e15(t),e16(t),e17(t),e18(t),e19(t),e20(t),e21(t),e22(t),e23(t),e24(t),e25(t),e26(t),e27(t),e28(t),e29(t),e30(t),e31(t),e32(t),e33(t),e34(t),e35(t),e36(t),e37(t),e38(t),e39(t),e40(t),e41(t)
0,0.0027065617,0.03778493,0.0007750001,0.12895004,0.016472887,0.00937885,0.012131919,0.019958835,0.037963517,0.087426916,0.0058628884,0.07404289,0.006477251,0.035672277,7.6438104e-05,0.013752999,0.20346777,0.009105862,0.04016301,0.002735898,0.002808395,0.024335416,0.026481098,0.009128105,-0.0040852837,-0.0005302187,0.11206007,0.103018284,-0.009762283,0.0018201787,-0.009845398,0.007424777,0.0070293867,0.012502337,-0.012310299,0.10599192,0.20787394,0.0008210046,-0.0019663647,0.15301068,0.046587862,0.00073294895,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0077065616,0.03528493,0.010775,0.10895004,0.021472888,0.02687885,0.012131919,0.014958835,0.035463516,0.08492692,0.0008628886,0.069042884,0.008977251,0.020672277,7.6438104e-05,0.006252999,0.20346777,0.009105862,0.04016301,0.00023589787,0.00030839522,0.011835417,0.0064810975,0.0016281054,0.0009147161,0.006969781,0.11706007,0.08301828,0.00023771597,0.0068201786,0.00015460115,0.007424777,0.0070293867,0.010002337,0.00018970047,0.095991924,0.18287393,0.0058210045,0.0005336352,0.15051068,0.05158786,0.00073294895
1,0.017601226,0.073349066,0.10126294,0.109654725,0.11603732,0.094095685,0.14771524,0.1071814,0.0735022,-0.07474102,0.011439192,0.0038099093,-0.049109902,0.009031465,0.0016379161,-0.042627096,0.021808876,0.003406424,0.033211216,0.042567555,-0.06080469,0.07805679,0.19306642,-0.0033067241,-0.005976483,-0.006525062,-0.09658279,0.038953323,0.084051825,-0.08980234,-0.038316607,0.10602741,-0.06548704,0.053096287,-0.100826114,0.019376595,0.027642224,0.016313255,0.044049315,0.15445873,-0.004518956,0.05050558,0.0027065617,0.03778493,0.0007750001,0.12895004,0.016472887,0.00937885,0.012131919,0.019958835,0.037963517,0.087426916,0.0058628884,0.07404289,0.006477251,0.035672277,7.6438104e-05,0.013752999,0.20346777,0.009105862,0.04016301,0.002735898,0.002808395,0.024335416,0.026481098,0.009128105,-0.0040852837,-0.0005302187,0.11206007,0.103018284,-0.009762283,0.0018201787,-0.009845398,0.007424777,0.0070293867,0.012502337,-0.012310299,0.10599192,0.20787394,0.0008210046,-0.0019663647,0.15301068,0.046587862,0.00073294895,0.018011728,0.078601606,0.17512912,0.031520385,0.016095124,0.02677012,0.10618551,0.033485454,0.026218869,0.018819291,0.022801833,0.010712406,0.001212356,0.012130251,0.011639839,0.010500106,1.42696435e-05,0.0071003884,0.031698186,0.0460188,0.0025055534,0.0098248,0.18293375,0.018822733,0.03210222,0.031370156,0.0059518134,0.004444126,0.08552761,0.0050128833,0.033197865,0.006231362,0.006796668,0.084378056,0.0012170976,0.025133122,0.01467596,0.035295013,0.029617902,0.138286,0.018212346,0.026303617
2,0.06561431,0.056272577,0.08416121,0.019406842,0.0039484967,0.040694438,0.026100695,0.052939367,-0.0367748,0.086049,0.21838138,-0.0047244392,0.18836486,0.08857405,-0.09419404,0.13225973,0.05316648,0.10887235,0.07218922,0.018299831,0.014476063,0.23471047,0.16045015,0.22336553,0.1554322,0.0580803,-0.015843417,0.12455012,0.042195603,0.053283736,-0.039282933,0.050255977,0.010259733,-0.12950322,0.04439536,0.011250695,0.13259849,-0.036247864,-0.06572371,0.023717163,-0.06451671,0.14698848,0.017601226,0.073349066,0.10126294,0.109654725,0.11603732,0.094095685,0.14771524,0.1071814,0.0735022,-0.07474102,0.011439192,0.0038099093,-0.049109902,0.009031465,0.0016379161,-0.042627096,0.021808876,0.003406424,0.033211216,0.042567555,-0.06080469,0.07805679,0.19306642,-0.0033067241,-0.005976483,-0.006525062,-0.09658279,0.038953323,0.084051825,-0.08980234,-0.038316607,0.10602741,-0.06548704,0.053096287,-0.100826114,0.019376595,0.027642224,0.016313255,0.044049315,0.15445873,-0.004518956,0.05050558,0.07377094,0.045419052,0.04038554,0.0028853824,0.013273185,0.013355084,0.060214736,0.010284531,0.0067820433,0.0025366265,0.20730054,0.0038704125,0.14463875,0.014264728,0.026894126,0.111318566,0.092591494,0.036428273,3.480769e-05,0.022597257,0.0048076822,0.21874693,0.0031617775,0.14099407,0.16577972,0.058227155,0.001572689,0.018441286,0.027231332,0.02784901,5.5500954e-05,0.028069433,0.0045576314,0.023650056,0.0013791268,0.014388856,0.008536577,0.00050323544,0.02179525,0.0036500804,0.019605497,0.022507071
3,0.01813576,0.07101094,0.030314468,0.25286278,-0.018255552,0.01051873,0.03792882,0.027066268,-0.006356377,0.004238676,0.0815548,0.03086014,0.1495146,0.011669261,0.031283475,0.05360789,0.010283026,-0.106526025,0.03952605,-0.025807431,-0.038855813,-0.01575067,0.041263666,-0.017017087,0.044654246,-0.12661584,-0.09884684,0.052052915,-0.17104791,0.1556329,-0.037824474,0.15621662,-0.078600064,0.047296632,-0.17083208,0.14108664,0.32922384,0.019682793,0.33003855,0.21523064,-0.012956296,-0.13611394,0.06561431,0.056272577,0.08416121,0.019406842,0.0039484967,0.040694438,0.026100695,0.052939367,-0.0367748,0.086049,0.21838138,-0.0047244392,0.18836486,0.08857405,-0.09419404,0.13225973,0.05316648,0.10887235,0.07218922,0.018299831,0.014476063,0.23471047,0.16045015,0.22336553,0.1554322,0.0580803,-0.015843417,0.12455012,0.042195603,0.053283736,-0.039282933,0.050255977,0.010259733,-0.12950322,0.04439536,0.011250695,0.13259849,-0.036247864,-0.06572371,0.023717163,-0.06451671,0.14698848,1.1827534e-05,0.0035275265,0.06667978,0.002790632,0.004479842,0.18747771,0.0021234434,0.08115829,0.022634517,0.00091804133,0.118769094,0.09231116,0.06585844,0.023887506,0.017326115,0.009936532,0.0062594945,0.032273136,0.080911875,0.004918078,0.0054394477,0.0065510445,0.0028730002,0.013924034,0.00016247886,0.0005686305,0.0050464533,0.0034204677,0.007937788,0.14644808,0.024519192,0.027053421,1.6849957e-05,0.0016729186,0.020203967,0.019561766,0.023218144,0.0012953938,0.1566757,0.077152856,0.0026392452,0.0017316927
4,-0.009436144,0.045394696,0.048191153,0.06502,0.018208126,-0.13676734,0.01521009,0.01590379,0.0149084255,0.13924652,0.06805738,-0.046643168,0.0030071437,-0.0012977868,0.09890025,0.080155484,0.050980326,0.108143106,0.07591086,-0.023783343,-0.18365571,-0.05513399,0.17067446,0.05355862,0.03084582,-0.027521983,-0.15925407,0.13269725,0.070280485,-0.013936735,0.012694715,0.10344275,-0.1491714,-0.15169865,-0.17306451,0.022721589,0.14642593,0.016687136,0.046291903,-0.01280915,0.07009426,-0.17263408,0.01813576,0.07101094,0.030314468,0.25286278,-0.018255552,0.01051873,0.03792882,0.027066268,-0.006356377,0.004238676,0.0815548,0.03086014,0.1495146,0.011669261,0.031283475,0.05360789,0.010283026,-0.106526025,0.03952605,-0.025807431,-0.038855813,-0.01575067,0.041263666,-0.017017087,0.044654246,-0.12661584,-0.09884684,0.052052915,-0.17104791,0.1556329,-0.037824474,0.15621662,-0.078600064,0.047296632,-0.17083208,0.14108664,0.32922384,0.019682793,0.33003855,0.21523064,-0.012956296,-0.13611394,0.00040525285,0.02816122,0.0046023643,0.013553862,0.008795939,0.014549045,0.0027167671,0.011853029,0.009731768,0.10350387,0.054134592,0.0018417332,0.0049029305,0.0792666,0.044774786,0.010529204,0.0712047,0.075977735,0.0036834385,0.0004591059,0.009572013,0.009658291,0.0001031431,0.048575852,3.860807e-05,0.008513617,0.009444163,0.0316317,0.1370449,0.00024927096,0.00013420169,0.010674244,0.0036955513,0.035808615,0.02811649,0.04822593,0.0025014624,0.0135089485,0.05451779,0.03293324,0.0022120283,0.018701285
5,0.010430476,-0.031275842,0.10983247,0.045471672,0.09584839,0.19292599,0.06083609,0.07980484,0.00878585,0.12731715,-0.0826212,-0.0058562593,-0.091119274,-0.059816673,-0.083573945,0.0005405359,-0.01740916,-0.064285934,-0.023409313,0.002864328,0.0061425045,0.047274683,0.18324059,0.08478432,0.03248981,-0.0044359975,-0.12015845,0.040504217,-0.048143797,0.13612093,0.21437599,-0.01808858,-0.18218681,0.092501864,0.062224437,-0.08409626,0.06560945,0.064206034,0.19194861,0.13261648,0.20646422,0.23486005,-0.009436144,0.045394696,0.048191153,0.06502,0.018208126,-0.13676734,0.01521009,0.01590379,0.0149084255,0.13924652,0.06805738,-0.046643168,0.0030071437,-0.0012977868,0.09890025,0.080155484,0.050980326,0.108143106,0.07591086,-0.023783343,-0.18365571,-0.05513399,0.17067446,0.05355862,0.03084582,-0.027521983,-0.15925407,0.13269725,0.070280485,-0.013936735,0.012694715,0.10344275,-0.1491714,-0.15169865,-0.17306451,0.022721589,0.14642593,0.016687136,0.046291903,-0.01280915,0.07009426,-0.17263408,0.018774044,0.0002483952,0.02955654,0.026462995,0.002625948,0.013345974,0.0024393564,0.04333342,0.015551404,0.124872334,0.012573998,5.557897e-07,0.009353419,0.0015115713,0.00025971263,0.016426113,0.0071188556,0.00025383165,0.023057194,0.0057927356,0.08353336,0.039327487,0.109443955,0.021241123,0.00045495504,0.023829697,0.0036340903,0.008397364,0.0783143,0.009162684,0.0019694003,0.0026131913,0.031236667,0.033378813,0.03722394,0.0056326645,0.012893964,0.07166025,0.057128813,0.0053240824,0.13998382,0.05415197
6,-0.02985704,-0.11538318,0.09014518,-0.12233221,-0.04557795,0.018536866,0.051451154,-0.008004491,0.16295853,0.16910252,0.044481646,0.086997315,-0.028318701,0.10138224,-0.06676021,-0.0002491679,-0.060069002,0.16750187,0.07100341,0.12435429,-0.010903873,0.069748536,0.25702837,0.23236099,0.03225989,0.07723034,-0.012335486,0.2427348,-0.100642316,-0.053037066,-0.03787058,-0.031762652,-0.019798562,0.045032542,0.13070373,0.22478032,0.1475927,0.019343166,0.029384278,0.022673678,0.11415157,0.21414152,0.010430476,-0.031275842,0.10983247,0.045471672,0.09584839,0.19292599,0.06083609,0.07980484,0.00878585,0.12731715,-0.0826212,-0.0058562593,-0.091119274,-0.059816673,-0.083573945,0.0005405359,-0.01740916,-0.064285934,-0.023409313,0.002864328,0.0061425045,0.047274683,0.18324059,0.08478432,0.03248981,-0.0044359975,-0.12015845,0.040504217,-0.048143797,0.13612093,0.21437599,-0.01808858,-0.18218681,0.092501864,0.062224437,-0.08409626,0.06560945,0.064206034,0.19194861,0.13261648,0.20646422,0.23486005,0.0022459775,0.0017057575,0.00015761892,0.062379606,0.021114117,0.16743511,0.071101464,0.00868741,0.22567406,1.8476036e-06,0.0011914747,0.0016981501,4.394981e-05,0.0017276744,0.07041973,0.021941116,0.0078083198,0.16804233,0.008442394,0.081704706,0.005704438,0.005930697,0.0037364007,0.00034762916,0.021567373,0.124347754,0.00038977654,0.030944863,0.00030694992,0.0011817925,0.023543185,0.020101348,0.013298999,0.0063662636,0.01071153,0.06421674,0.010329553,0.023736091,0.0066247503,0.079368226,0.09276437,0.0032958367
7,0.011733002,0.017839223,-0.042344,0.0437781,0.029431105,-0.0069106743,0.19144297,0.10220619,0.10218802,0.2083695,0.012913758,-0.07884508,-0.104843736,-0.12566459,-0.13640812,0.10409098,-0.003373269,-0.12119847,-0.036700334,-0.044756252,0.03052933,0.13592161,0.038802996,0.053752385,-0.04746662,0.033689007,0.17612378,-0.17925663,-0.075922966,-0.13487382,-0.21425116,0.22490214,-0.0873622,0.17875595,0.062784255,0.1441785,0.19304107,-0.06944862,0.013061544,0.124732934,0.0036584,0.21818489,-0.02985704,-0.11538318,0.09014518,-0.12233221,-0.04557795,0.018536866,0.051451154,-0.008004491,0.16295853,0.16910252,0.044481646,0.086997315,-0.028318701,0.10138224,-0.06676021,-0.0002491679,-0.060069002,0.16750187,0.07100341,0.12435429,-0.010903873,0.069748536,0.25702837,0.23236099,0.03225989,0.07723034,-0.012335486,0.2427348,-0.100642316,-0.053037066,-0.03787058,-0.031762652,-0.019798562,0.045032542,0.13070373,0.22478032,0.1475927,0.019343166,0.029384278,0.022673678,0.11415157,0.21414152,0.021404585,0.019388095,0.0021793754,0.028381651,0.099086255,0.059240855,0.066073306,0.0002057621,0.0124322055,0.085199654,0.009699607,0.02023543,0.021476747,0.011364517,0.006265424,0.00017861425,0.040797863,0.0015356501,0.021325022,0.004784003,0.0020039068,0.001571368,1.0874584e-06,0.010856587,0.0055832183,0.009372354,0.021062534,0.00803699,0.012614825,0.0014553668,0.013474903,0.08007942,0.020502785,0.060152438,0.013140289,0.0013244689,0.0529471,0.012030644,0.0005193854,0.0019735966,0.009524693,0.041979447
8,0.07696644,-0.08200487,-0.023731768,0.08018997,0.01199507,-0.021960955,-0.13864009,0.10308173,0.06070036,0.12649038,0.04445219,-0.09566693,-0.07532008,-0.0981655,-0.065898165,0.074043125,0.17291334,0.056073338,0.15647092,-0.053561382,0.053958785,0.2437941,-0.097727574,-0.07589798,-0.025122054,0.015215704,0.0026035719,0.08121282,0.15165775,-0.3422577,-0.20255537,0.139385,-0.08199416,0.28565544,-0.028478058,0.10809091,0.10526752,-0.044111557,0.059745315,0.015291678,-0.10247843,0.10157007,0.011733002,0.017839223,-0.042344,0.0437781,0.029431105,-0.0069106743,0.19144297,0.10220619,0.10218802,0.2083695,0.012913758,-0.07884508,-0.104843736,-0.12566459,-0.13640812,0.10409098,-0.003373269,-0.12119847,-0.036700334,-0.044756252,0.03052933,0.13592161,0.038802996,0.053752385,-0.04746662,0.033689007,0.17612378,-0.17925663,-0.075922966,-0.13487382,-0.21425116,0.22490214,-0.0873622,0.17875595,0.062784255,0.1441785,0.19304107,-0.06944862,0.013061544,0.124732934,0.0036584,0.21818489,0.042242132,1.878405e-05,0.0014978277,0.007264497,0.0077743703,0.012546291,0.0020913146,0.031227844,0.05054372,0.21090952,0.028546348,0.016188342,0.029360028,0.01825279,0.005925203,0.0007960782,0.13175894,0.018600129,0.00015020254,0.0023662534,0.0070691877,0.0044509307,0.0006928043,0.010025306,0.10141904,0.0039660246,0.016968451,0.00095541537,0.003721826,0.0004809293,0.008413294,0.0054414095,0.029840894,0.15655011,0.010149201,0.010395358,0.047876067,0.006982455,0.015018616,0.00026740524,0.01227407,0.016165376
9,0.034691304,-0.0074909446,0.049196135,0.18286115,0.08221331,0.024793025,0.03392171,-0.008814761,-0.03820385,-0.08997889,0.08836881,-0.08341722,0.01820164,-0.11546487,0.06832844,0.046471804,0.054467056,-0.053065278,-0.094080806,0.0077504404,0.19766037,0.11373842,0.026396012,-0.09365976,0.00031353906,0.1456138,-0.05361439,-0.048449904,0.26567134,-0.21520457,-0.29469138,0.0679897,0.11794818,0.03727308,-0.048588526,-0.09107135,0.03104274,0.0013849977,0.115800515,-0.013759046,-0.06606334,-0.0044763833,0.07696644,-0.08200487,-0.023731768,0.08018997,0.01199507,-0.021960955,-0.13864009,0.10308173,0.06070036,0.12649038,0.04445219,-0.09566693,-0.07532008,-0.0981655,-0.065898165,0.074043125,0.17291334,0.056073338,0.15647092,-0.053561382,0.053958785,0.2437941,-0.097727574,-0.07589798,-0.025122054,0.015215704,0.0026035719,0.08121282,0.15165775,-0.3422577,-0.20255537,0.139385,-0.08199416,0.28565544,-0.028478058,0.10809091,0.10526752,-0.044111557,0.059745315,0.015291678,-0.10247843,0.10157007,0.012635524,0.0013804784,0.0014151728,0.02105176,0.010870155,0.006762482,0.04485617,0.010455651,0.00040202166,0.0014993994,0.0026719645,0.03410885,0.0009278519,0.00040308316,0.057124697,0.04522911,0.0265637,0.00092211826,0.0032759109,0.06651348,0.008070888,0.03147123,0.008304341,0.005950749,0.055855986,0.00029863993,0.022890616,0.027306912,0.061805215,0.006955505,0.0013185688,0.021831505,0.08339032,0.020678736,0.057206336,0.0010192178,0.0073779253,0.031735178,0.00953406,0.010784366,0.048546895,0.04785186
