,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38
0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.010057679,0.013346133,0.011445399,0.14578088,0.005780006,0.0025786376,0.002285147,0.012425132,0.013992589,0.034561172,0.044228867,-0.0044963122,0.025116887,0.004944526,0.011957927,0.07348828,0.0006712526,0.10298909,0.052472793,0.0025034708,0.0072870296,0.023218136,0.016654935,-0.0074920696,0.009183258,-0.004197241,0.0023651244,0.044953484,0.039424136,0.04764431,0.010451757,0.03277161,0.01982971,0.00397643,0.047336154,0.0008065991,-0.0036293725,0.05876196,-0.009996591,5.767999e-05,0.018346133,0.0064454,0.15078087,0.010780006,7.86376e-05,0.004785147,0.012425132,0.0039925897,0.029561171,0.03422887,0.0005036876,0.030116888,0.004944526,0.0019579264,0.06348828,0.0006712526,0.09798909,0.04247279,3.470829e-06,0.0022870298,0.008218137,0.0016549357,7.930193e-06,0.0041832584,0.00080275885,0.0073651243,0.049953483,0.041924138,0.037644308,0.0054517575,0.027771609,0.00482971,0.0064764298,0.049836155,0.0008065991,0.0013706274,0.05876196,3.4084624e-06
2,0.013833011,-0.0075210743,0.005140706,6.50686e-05,0.0022367495,-0.02450081,-0.007382997,0.00051187724,0.009004233,0.021851005,0.104877576,0.07568811,-0.005577782,0.010647783,0.01862738,0.007717347,0.113554806,0.020960053,0.016637336,-0.040890876,0.03328436,0.016188994,0.06973637,0.084523596,0.034443602,-0.0032134764,-0.028011572,-0.038671054,-0.0033309006,0.046154294,-0.0012048418,0.028650263,0.055553522,-0.036173925,0.01484245,0.11112844,-0.058887057,-0.011177913,0.05596908,0.009764446,0.0007020534,0.00063558045,0.0012476308,0.0068283784,0.0077434564,0.0028968179,0.033570856,0.0057900804,0.00043351558,0.0015711897,0.08499565,6.703266e-05,0.022411605,0.002978622,0.0011161561,0.10532769,6.2445865e-10,0.015241977,0.0032078442,0.012006381,0.0048584244,0.044133723,0.10220072,0.005874807,0.02788127,3.698379e-07,0.012851815,0.0036321885,0.041096147,0.008970085,0.034462977,0.0063246386,4.60912e-06,0.006618389,0.06971717,8.470575e-06,0.00441992,0.07492708
3,-0.013272991,-0.013949916,-0.003165803,0.026583105,0.059341155,0.11796235,0.004158903,0.072607726,0.021289822,0.127815,0.039745636,-0.013796006,0.12809141,0.006025255,0.07677211,0.100131094,0.016512884,-0.011328684,0.062093668,0.048445135,0.013998983,0.07063941,0.008379343,0.043376375,-0.036856223,0.03525094,-0.015391627,-0.01570997,-0.019771975,0.06686998,0.041732784,-0.0034197276,0.1120216,-0.042013947,0.023827486,-0.03028509,-0.022112668,0.049940772,0.029961279,0.01835666,0.0008854069,0.011702419,0.012577319,0.076562956,0.11504274,0.026424259,0.025091104,0.043816846,0.09201816,0.0006830529,0.000117177835,0.087731,0.0025985935,0.00665481,0.08358372,0.04504325,0.00029972784,0.007607433,0.022025602,0.009827993,0.024842838,0.0076312097,0.023768257,0.05898511,0.016128605,0.003758797,0.013737346,0.0013314071,0.0252392,0.0053638197,0.0056573893,0.061152145,0.002665383,3.8240792e-05,0.005735225,0.0013291907,0.06186806,0.0038607684
4,-0.05232814,0.025276516,0.00082761527,0.010957951,0.027960183,-0.03523677,0.0047693662,-0.014899189,-0.017061107,0.008993901,0.03746637,-0.007370238,0.08280614,-0.0039540897,0.06638364,0.038416576,0.04573597,-0.051785048,0.0075669126,0.1530316,0.07204183,0.05350402,0.06800602,-0.06581942,0.13485928,-0.09264011,0.0041507483,-0.05310737,-0.0060370043,0.09341294,0.14065027,-0.04429901,0.0737211,0.010212275,0.118550606,0.04394215,-0.022768028,0.014272502,-0.02971736,0.06888972,0.049503427,0.0018901426,0.0032621366,0.009532072,0.014902638,0.0515983,0.025494853,0.0006317234,0.0046319324,0.030698769,6.4407664e-05,0.07560456,0.0052613686,0.0115011055,0.025145493,0.00045191115,0.0007168242,0.007465424,0.055529315,0.0018657502,0.0468268,0.030244233,0.0019804665,0.040646758,0.0034426649,0.00075664074,0.0040947325,0.019352982,0.0011713132,0.06460944,0.011852067,0.00043900867,0.018323686,0.0940663,0.04645438,0.066619925,0.03228586,0.022504069
5,-0.0646732,-0.023020469,-0.017661773,0.0077329064,-0.04578373,-0.0007956319,0.0062862313,0.016453858,0.033461656,0.1636427,-0.03742798,-0.12073759,-0.076246314,-0.051753808,0.0964324,0.0593085,0.15803522,0.025445677,0.21343753,-0.002847284,0.047529213,0.06470455,0.0030484996,0.06331253,0.024485711,-0.028704895,-0.03179284,0.05119916,-0.01516944,0.108453475,0.15686098,0.0024729744,0.0972527,-0.0038225818,0.06468048,0.008828888,-0.026940957,0.040568583,0.06379715,0.0060541634,0.060764052,0.001692539,0.0098082805,0.02164591,7.6406424e-05,0.00054349506,0.0026893362,0.07100974,0.04097605,0.012739652,0.005365242,0.021088665,0.012559171,0.08670098,0.010204404,0.12115829,0.0784545,0.18110174,0.01130778,0.010622451,0.04335628,0.0035724542,9.085014e-05,0.052192938,0.0067995177,0.011222543,0.06703199,0.020397792,0.0002435741,0.06678455,0.03633641,0.0003089133,0.030492755,0.001143181,0.00086635916,0.026706468,0.049828716,0.02980654
6,-0.0152803995,0.03775318,0.030356146,0.021452852,-0.009421357,0.10744771,-0.010069786,0.047899462,-0.01725665,0.05016398,-0.12736858,-0.107948944,0.00024886872,-0.15091565,0.11287852,-0.003618516,0.12215087,-0.16953656,0.01736176,0.087420255,0.14854063,0.027075985,-0.035790913,0.026020117,-0.030846793,0.05971958,-0.06899125,-0.05099513,-0.022900283,-0.11367103,-0.044932276,-0.13627325,0.14705324,0.038125433,0.073884994,0.040949013,-0.10702137,0.016670184,-0.034063626,0.03534489,0.11375772,0.015133774,0.005556431,0.0028214983,0.02248917,0.01923881,1.4850625e-05,0.02855043,0.00042521584,0.038627103,0.01784289,0.00012600118,0.04774401,0.0011069817,0.0701119,0.013565864,0.0070549534,0.05396595,0.0042666486,0.08831935,0.010592837,6.535697e-05,0.043149017,0.00017368402,0.0030784693,0.001347036,0.0027991475,0.047410958,0.0006049797,0.0007681036,2.6825128e-06,0.14733428,0.07180102,5.9076956e-07,0.011312083,0.0013171947,0.03354757,0.023629759
7,-0.13834773,0.0036754063,0.033750474,0.12065257,0.039377898,0.09973699,-0.06588145,0.015075688,-0.05160482,-0.056080755,0.03636472,-0.025498465,0.045271862,0.020591864,0.117097035,0.028982347,0.15960266,-0.12959929,0.024328481,0.07768459,0.036040373,-0.06276973,0.0056580827,-0.040752485,-0.052834697,-0.009010365,0.12294644,0.041255906,0.01071749,0.024648864,0.056515496,0.03280566,0.06925255,0.030842626,0.1575793,-0.005862143,-0.024116907,-0.028924273,-0.019984156,0.0049622157,0.00022432717,0.03958569,0.08615695,0.023954501,0.11542843,0.008661352,0.0010655528,0.0095460685,0.0075498335,0.061613813,0.00010077243,0.00037427704,2.9813132e-09,0.029951481,2.3640752e-05,0.049188927,0.0005549286,0.0040326384,0.009335285,0.002717146,0.010965386,0.04708674,0.0017671514,0.0016758656,0.0034741047,0.049239747,0.0018854607,6.0061634e-06,0.0059356433,0.035593793,0.059340417,0.003231041,0.016769236,0.056573454,0.003804732,0.00032773963,0.0019986148,0.06633244
8,-0.06928936,-0.06929466,0.060048204,-0.04071577,0.041138716,-0.03903875,0.13457784,0.09447855,-0.078523114,0.030736215,0.07567749,-0.03372951,0.13416581,0.069277845,0.042027168,-0.042900246,0.0713013,-0.06879367,0.006489283,-0.16031945,-0.0379037,-0.041944332,-0.03559699,-0.050338443,0.03389744,0.014742725,0.0046252864,-0.05853706,-0.024527542,-0.012908248,0.0134665305,0.09491739,-0.086724654,0.09027669,0.03450281,0.15263638,-0.033039372,0.022330245,-0.04854936,0.01631328,0.032494757,0.010726086,0.02075745,0.014721367,0.002132148,0.1788352,0.010013227,0.0027092055,0.019026723,0.0049666385,0.094705805,0.14508797,0.0047724335,0.033637673,0.0021230173,3.5474388e-06,0.009489565,0.0012183286,0.0005286312,0.013302047,0.00063025305,0.00057266466,0.00068704045,2.583364e-07,4.5069977e-05,0.009207773,0.012973107,1.4014617e-07,0.016454207,0.0002441262,0.12469211,0.0019618294,0.05839861,4.158018e-06,0.009599599,0.012193199,0.021128403,2.4317527e-05
9,0.062337063,0.062866956,0.035783306,0.01675214,-0.01694862,-0.02637159,-0.07536036,-0.0013649319,-0.016825743,0.09176391,-0.02773745,-0.03649784,0.04443402,-0.060351677,0.12716399,0.04335243,0.039726075,0.05821698,-0.026170328,0.21765207,0.04098511,-0.024587035,0.08524889,-0.024890918,-0.16135286,-0.031733125,0.12625268,-0.040988844,0.058310937,0.015023929,-0.0035299174,0.03825864,0.117734455,0.06422625,0.06784406,-0.0025920686,-0.028724369,-0.013510475,-0.026126383,0.012675075,0.08843255,0.0068007447,0.019064784,1.009554e-07,0.008669275,0.0028898893,0.0060290243,0.034338623,0.04200776,0.0045703915,0.031055292,0.075927034,0.0016872991,0.07152835,0.0010673803,0.0018477367,0.056104988,0.009646274,0.18380156,0.038528383,0.008297927,0.0007170626,0.009204771,0.012317798,0.0549865,0.015926449,0.010601912,0.022242147,0.0037844395,0.02386529,0.0014870901,0.006173528,7.487266e-05,0.023910848,0.004574453,0.013212711,0.00033192858,0.020257989
